Serial Number,Year,Modification,Selling Price (INR),Place,Percentage of Population Stop Using,Percentage of Population Increased Usage,Service Type,User Satisfaction (1-5),Network Type,Average Data Usage (GB),Customer Age Group,Profits
SERIAL_0363,2018,New Feature,3119,Hyderabad,0.4404,0.5935,Call,2,3G,16.41,18-25,477.51890000000003
SERIAL_0608,2018,Price Reduction,4199,Chennai,0.29059999999999997,0.0022,SMS,3,2G,131.27,40+,-1210.9915999999998
SERIAL_0319,2018,5G Upgrade,2999,Chennai,0.25989999999999996,0.45659999999999995,SMS,2,3G,57.78,26-40,589.9032999999998
SERIAL_0505,2019,5G Upgrade,4199,Kolkata,0.2225,0.5017,Call,5,3G,98.29,18-25,1172.3608
SERIAL_0827,2019,5G Upgrade,2399,Bangalore,0.25170000000000003,0.1588,Data,3,4G,145.64,18-25,-222.8671000000001
SERIAL_0094,2019,New Feature,2399,Kolkata,0.2756,0.042199999999999994,Data,1,3G,138.9,18-25,-559.9266
SERIAL_0572,2019,5G Upgrade,4199,Chennai,0.43799999999999994,0.4547,Data,1,4G,114.63,18-25,70.1233000000002
SERIAL_0710,2019,Plan Update,3119,Mumbai,0.35340000000000005,0.1128,SMS,3,2G,52.33,26-40,-750.4314000000002
SERIAL_0049,2019,Plan Update,2879,Delhi,0.053,0.2764,Data,5,3G,82.4,40+,643.1686
SERIAL_0731,2019,New Feature,2999,Delhi,0.2621,0.44420000000000004,Call,5,2G,14.28,18-25,546.1179000000002
SERIAL_0066,2019,Price Reduction,2399,Mumbai,0.4233,0.49219999999999997,Data,4,5G,42.2,18-25,165.2910999999998
SERIAL_0504,2019,Plan Update,2879,Mumbai,0.01,0.244,SMS,1,3G,51.57,40+,673.686
SERIAL_0060,2019,Price Reduction,3119,Hyderabad,0.3011,0.4045,Call,4,4G,67.88,40+,322.5046000000002
SERIAL_0574,2019,Plan Update,2399,Chennai,0.188,0.069,SMS,1,5G,141.0,40+,-285.481
SERIAL_0583,2019,Plan Update,3119,Kolkata,0.11710000000000001,0.424,SMS,2,5G,25.81,26-40,957.2210999999999
SERIAL_0575,2019,New Feature,3119,Kolkata,0.0084,0.4926,Data,2,2G,30.48,26-40,1510.2198
SERIAL_0503,2019,Plan Update,2999,Bangalore,0.16079999999999997,0.2302,Data,4,3G,33.54,18-25,208.13060000000002
SERIAL_0582,2019,New Feature,2399,Mumbai,0.46130000000000004,0.4046,Call,4,2G,66.82,18-25,-136.02330000000018
SERIAL_0559,2019,New Feature,3119,Hyderabad,0.1857,0.33140000000000003,Data,4,4G,62.65,26-40,454.4383
SERIAL_0828,2019,5G Upgrade,2999,Hyderabad,0.0338,0.18760000000000002,Call,2,5G,46.6,18-25,461.2462000000001
SERIAL_0576,2019,5G Upgrade,2999,Kolkata,0.3057,0.146,Call,5,5G,133.78,26-40,-478.94030000000015
SERIAL_0831,2019,Plan Update,2999,Hyderabad,0.1913,0.36869999999999997,Call,2,4G,98.8,18-25,532.0225999999999
SERIAL_0565,2019,Plan Update,2399,Mumbai,0.3461,0.35090000000000005,Call,2,3G,51.83,40+,11.51520000000005
SERIAL_0691,2019,Price Reduction,2879,Chennai,0.431,0.3289,SMS,3,3G,24.22,26-40,-293.9458999999998
SERIAL_0573,2019,Price Reduction,3119,Chennai,0.2126,0.5197999999999999,Data,1,4G,28.18,18-25,958.1567999999997
SERIAL_0821,2019,Price Reduction,2879,Delhi,0.3336,0.5186,Data,1,4G,118.51,40+,532.6149999999999
SERIAL_0732,2019,Price Reduction,4199,Bangalore,0.0784,0.2133,Data,1,2G,124.23,18-25,566.4451
SERIAL_0765,2019,New Feature,4199,Hyderabad,0.2627,0.5184000000000001,SMS,4,4G,95.92,18-25,1073.6843000000003
SERIAL_0629,2019,Plan Update,3119,Chennai,0.4926,0.4808,SMS,4,2G,69.65,26-40,-36.80420000000004
SERIAL_0773,2019,5G Upgrade,2399,Hyderabad,0.0695,0.5624,Data,5,4G,71.17,40+,1182.4670999999998
SERIAL_0079,2019,Price Reduction,3119,Delhi,0.030299999999999997,0.4125,SMS,3,3G,98.03,18-25,1192.0818
SERIAL_0764,2019,New Feature,2399,Chennai,0.31579999999999997,0.2704,Call,2,3G,63.55,26-40,-108.91459999999995
SERIAL_0805,2019,5G Upgrade,2879,Kolkata,0.47509999999999997,0.1351,Data,4,4G,132.04,18-25,-978.8599999999999
SERIAL_0762,2019,New Feature,3119,Mumbai,0.228,0.5952000000000001,Call,1,2G,127.07,26-40,1145.2968
SERIAL_0637,2019,5G Upgrade,2999,Hyderabad,0.15289999999999998,0.1574,SMS,5,3G,69.79,40+,13.495500000000106
SERIAL_0548,2019,Price Reduction,4199,Kolkata,0.3157,0.1948,SMS,3,2G,23.94,40+,-507.65909999999997
SERIAL_0075,2019,5G Upgrade,4199,Mumbai,0.2757,0.42579999999999996,SMS,4,5G,91.04,18-25,630.2699
SERIAL_0550,2019,5G Upgrade,2999,Hyderabad,0.1507,0.0348,Data,1,5G,125.71,26-40,-347.58410000000003
SERIAL_0754,2019,5G Upgrade,2399,Bangalore,0.3655,0.2921,Data,1,2G,123.66,40+,-176.08659999999986
SERIAL_0551,2019,Plan Update,3119,Mumbai,0.044000000000000004,0.514,SMS,1,4G,23.42,26-40,1465.9299999999998
SERIAL_0650,2019,5G Upgrade,2399,Mumbai,0.4188,0.0554,Call,5,5G,66.28,40+,-871.7966
SERIAL_0603,2019,New Feature,4199,Bangalore,0.1192,0.45299999999999996,SMS,1,4G,60.86,40+,1401.6262
SERIAL_0750,2019,Plan Update,3119,Bangalore,0.4277,0.2152,Data,1,4G,6.54,18-25,-662.7875
SERIAL_0779,2019,Plan Update,2999,Mumbai,0.2702,0.1182,SMS,1,2G,145.58,26-40,-455.84799999999996
SERIAL_0744,2019,Price Reduction,2879,Delhi,0.4108,0.1066,SMS,4,2G,127.22,18-25,-875.7918
SERIAL_0599,2019,Price Reduction,3119,Delhi,0.0718,0.2762,Call,1,4G,148.77,26-40,637.5236
SERIAL_0670,2019,Price Reduction,2879,Kolkata,0.22210000000000002,0.0273,Data,5,3G,70.49,26-40,-560.8292000000001
SERIAL_0672,2019,Price Reduction,4199,Mumbai,0.18780000000000002,0.0199,SMS,1,5G,93.42,18-25,-705.0121
SERIAL_0096,2019,New Feature,2879,Mumbai,0.10289999999999999,0.2695,Data,5,2G,37.46,26-40,479.6414000000001
SERIAL_0737,2019,Plan Update,2999,Delhi,0.1522,0.0403,Call,3,2G,118.16,18-25,-335.58810000000005
SERIAL_0814,2019,5G Upgrade,4199,Bangalore,0.2779,0.5715,SMS,3,5G,40.9,26-40,1232.8264000000001
SERIAL_0052,2019,5G Upgrade,2399,Kolkata,0.1891,0.08900000000000001,Data,1,4G,82.14,18-25,-240.13989999999995
SERIAL_0733,2019,New Feature,2999,Delhi,0.1747,0.5698,Data,4,2G,108.7,18-25,1184.9049
SERIAL_0068,2019,Plan Update,2999,Chennai,0.3591,0.46509999999999996,Data,5,4G,132.94,40+,317.894
SERIAL_0588,2019,Plan Update,4199,Kolkata,0.1839,0.5211,Call,2,3G,97.31,18-25,1415.9027999999998
SERIAL_0781,2019,Plan Update,2879,Bangalore,0.08779999999999999,0.5553,Call,2,2G,140.06,18-25,1345.9325000000001
SERIAL_0121,2019,5G Upgrade,4199,Hyderabad,0.2591,0.1483,SMS,2,4G,103.5,18-25,-465.2492000000001
SERIAL_0010,2019,Plan Update,2879,Delhi,0.1832,0.0728,Data,1,4G,21.15,18-25,-317.8416
SERIAL_0157,2019,Plan Update,4199,Bangalore,0.39649999999999996,0.4545,Call,5,5G,30.33,26-40,243.54200000000014
SERIAL_0242,2019,Price Reduction,4199,Kolkata,0.3386,0.2321,SMS,1,2G,43.21,26-40,-447.1935000000001
SERIAL_0967,2019,Price Reduction,3119,Chennai,0.12480000000000001,0.1512,Call,1,4G,69.95,26-40,82.34159999999997
SERIAL_0373,2019,Plan Update,2999,Chennai,0.0751,0.1984,SMS,1,3G,64.04,18-25,369.77669999999995
SERIAL_0428,2019,5G Upgrade,2999,Mumbai,0.2555,0.0395,Data,5,4G,73.94,18-25,-647.784
SERIAL_0158,2019,Price Reduction,2999,Bangalore,0.0666,0.1446,SMS,4,3G,53.49,26-40,233.92200000000003
SERIAL_0424,2019,Plan Update,2399,Mumbai,0.4058,0.0785,Call,4,2G,43.6,40+,-785.1927
SERIAL_0963,2019,5G Upgrade,2399,Chennai,0.4623,0.17989999999999998,Data,5,2G,0.85,18-25,-677.4776000000002
SERIAL_0170,2019,Price Reduction,2999,Hyderabad,0.1917,0.3176,Call,3,5G,130.71,40+,377.57409999999993
SERIAL_0418,2019,Plan Update,2879,Chennai,0.2645,0.2669,Call,4,2G,126.95,40+,6.909600000000069
SERIAL_0878,2019,Price Reduction,2399,Hyderabad,0.4,0.32549999999999996,SMS,2,2G,9.64,18-25,-178.72550000000012
SERIAL_0414,2019,Plan Update,2879,Delhi,0.0992,0.5127,Data,3,5G,24.87,40+,1190.4665
SERIAL_0032,2019,5G Upgrade,3119,Mumbai,0.3099,0.0019,SMS,1,3G,89.15,18-25,-960.652
SERIAL_0856,2019,Price Reduction,2399,Mumbai,0.41409999999999997,0.3156,Data,3,2G,75.06,18-25,-236.30150000000003
SERIAL_0491,2019,5G Upgrade,2399,Kolkata,0.4042,0.078,Data,4,4G,45.36,18-25,-782.5538
SERIAL_0891,2019,Price Reduction,4199,Delhi,0.3281,0.35700000000000004,Data,4,2G,17.38,26-40,121.35110000000009
SERIAL_0910,2019,Plan Update,2999,Delhi,0.0013,0.2498,SMS,3,4G,114.66,26-40,745.2515
SERIAL_0952,2019,New Feature,3119,Mumbai,0.099,0.3011,Call,1,2G,3.87,26-40,630.3498999999999
SERIAL_0951,2019,New Feature,2399,Delhi,0.08130000000000001,0.2979,SMS,5,5G,2.41,18-25,519.6234
SERIAL_0166,2019,Price Reduction,2399,Bangalore,0.009000000000000001,0.23260000000000003,Data,3,3G,26.16,40+,536.4164000000001
SERIAL_0159,2019,5G Upgrade,2879,Chennai,0.15380000000000002,0.1961,SMS,1,2G,133.41,18-25,121.78169999999994
SERIAL_0360,2019,Price Reduction,2879,Delhi,0.3522,0.5735,Call,2,3G,84.79,40+,637.1227
SERIAL_0950,2019,5G Upgrade,4199,Bangalore,0.091,0.436,Call,5,4G,138.62,40+,1448.655
SERIAL_0905,2019,5G Upgrade,2879,Mumbai,0.0455,0.5904,SMS,5,4G,114.58,40+,1568.7671
SERIAL_0165,2019,New Feature,3119,Chennai,0.3876,0.0004,Data,3,3G,130.63,40+,-1207.6768000000002
SERIAL_0290,2019,New Feature,4199,Chennai,0.499,0.5938,Call,3,5G,70.3,18-25,398.0652
SERIAL_0946,2019,Price Reduction,2999,Chennai,0.023799999999999998,0.18960000000000002,SMS,3,4G,6.55,40+,497.23420000000004
SERIAL_0145,2019,New Feature,4199,Hyderabad,0.2238,0.0466,SMS,3,2G,16.05,26-40,-744.0627999999999
SERIAL_0167,2019,5G Upgrade,4199,Delhi,0.2126,0.313,Data,4,2G,128.44,26-40,421.5796
SERIAL_0307,2019,5G Upgrade,2879,Hyderabad,0.4414,0.073,Call,4,4G,43.61,18-25,-1060.6236000000001
SERIAL_0172,2019,Price Reduction,3119,Bangalore,0.38189999999999996,0.30829999999999996,Data,3,4G,136.84,26-40,-229.5584
SERIAL_0976,2019,Plan Update,2999,Chennai,0.48979999999999996,0.1157,Call,1,3G,113.39,18-25,-1121.9258999999997
SERIAL_0458,2019,New Feature,4199,Mumbai,0.048600000000000004,0.16510000000000002,SMS,2,4G,139.99,18-25,489.1835000000001
SERIAL_0925,2019,5G Upgrade,3119,Hyderabad,0.06570000000000001,0.48619999999999997,Call,4,3G,6.91,40+,1311.5394999999999
SERIAL_0460,2019,New Feature,2999,Mumbai,0.3231,0.3382,Data,1,5G,105.91,18-25,45.28489999999999
SERIAL_0210,2019,Price Reduction,2879,Hyderabad,0.2581,0.2532,Data,5,3G,144.22,18-25,-14.10710000000006
SERIAL_0467,2019,Price Reduction,4199,Bangalore,0.26940000000000003,0.4754,SMS,3,3G,41.21,26-40,864.9939999999999
SERIAL_0003,2019,New Feature,2399,Chennai,0.0141,0.0175,Call,3,5G,69.33,40+,8.156600000000005
SERIAL_0176,2019,New Feature,2399,Chennai,0.2788,0.3431,SMS,4,2G,57.67,26-40,154.25570000000005
SERIAL_0846,2019,5G Upgrade,4199,Bangalore,0.1317,0.47850000000000004,Call,5,5G,81.91,40+,1456.2132000000001
SERIAL_0843,2019,5G Upgrade,2879,Kolkata,0.1134,0.3557,Data,4,2G,116.54,40+,697.5817000000001
SERIAL_0480,2019,Plan Update,2999,Kolkata,0.4779,0.285,Call,1,3G,66.99,40+,-578.5071
SERIAL_0991,2019,New Feature,2879,Hyderabad,0.2641,0.4951,Call,3,2G,102.83,26-40,665.0490000000001
SERIAL_0992,2019,Plan Update,2399,Hyderabad,0.46020000000000005,0.0726,Data,3,4G,142.66,26-40,-929.8524
SERIAL_0330,2019,Price Reduction,2999,Bangalore,0.4025,0.5311,SMS,1,4G,85.82,18-25,385.67139999999995
SERIAL_0329,2019,New Feature,4199,Chennai,0.4257,0.32789999999999997,Call,1,4G,142.16,40+,-410.6622000000002
SERIAL_0320,2019,Price Reduction,2879,Kolkata,0.1276,0.391,Data,5,3G,50.36,40+,758.3286
SERIAL_0318,2019,Price Reduction,4199,Kolkata,0.1416,0.42729999999999996,Data,2,3G,21.6,26-40,1199.6542999999997
SERIAL_0333,2019,Plan Update,2879,Hyderabad,0.2912,0.48,SMS,3,5G,19.02,40+,543.5551999999998
SERIAL_0287,2019,Price Reduction,2399,Bangalore,0.3296,0.1268,Call,3,4G,140.08,26-40,-486.51720000000006
SERIAL_0231,2019,Plan Update,4199,Mumbai,0.2212,0.32789999999999997,SMS,5,3G,70.73,26-40,448.0332999999998
SERIAL_0337,2019,Price Reduction,4199,Delhi,0.21489999999999998,0.486,SMS,5,5G,73.57,26-40,1138.3489
SERIAL_0179,2019,Plan Update,2399,Bangalore,0.1422,0.0416,Call,4,4G,60.55,40+,-241.33939999999996
SERIAL_0915,2019,Plan Update,3119,Chennai,0.038900000000000004,0.42219999999999996,Data,1,3G,60.79,18-25,1195.5127
SERIAL_0452,2019,Plan Update,2399,Delhi,0.2837,0.0496,Call,5,2G,60.6,26-40,-561.6059
SERIAL_0339,2019,Price Reduction,2399,Chennai,0.4819,0.2236,Data,4,2G,62.83,18-25,-619.6617
SERIAL_0062,2019,Plan Update,4199,Mumbai,0.166,0.172,Data,1,2G,134.14,26-40,25.19399999999996
SERIAL_0938,2019,New Feature,2879,Bangalore,0.2816,0.113,SMS,2,4G,12.4,18-25,-485.3994
SERIAL_0151,2020,Plan Update,2879,Chennai,0.243,0.5663,Call,4,3G,132.24,26-40,930.7807
SERIAL_0160,2020,Price Reduction,3119,Kolkata,0.2839,0.5775,Call,4,4G,83.85,18-25,915.7384000000001
SERIAL_0619,2020,Plan Update,3119,Kolkata,0.2072,0.10060000000000001,Data,4,5G,46.54,18-25,-332.48539999999997
SERIAL_0623,2020,5G Upgrade,2399,Chennai,0.226,0.18309999999999998,Call,2,4G,108.83,40+,-102.9171
SERIAL_0628,2020,Plan Update,2999,Bangalore,0.35600000000000004,0.0043,SMS,5,2G,148.07,26-40,-1054.7483
SERIAL_0772,2020,Plan Update,2399,Mumbai,0.358,0.4777,SMS,2,3G,7.83,18-25,287.1603000000001
SERIAL_0935,2020,Price Reduction,3119,Hyderabad,0.3604,0.5687,Data,3,5G,39.35,26-40,649.6877
SERIAL_0626,2020,New Feature,2999,Bangalore,0.1418,0.19260000000000002,Data,4,4G,1.71,18-25,152.34920000000005
SERIAL_0077,2020,Plan Update,3119,Delhi,0.31980000000000003,0.3345,SMS,4,4G,128.35,40+,45.849300000000085
SERIAL_0078,2020,New Feature,4199,Mumbai,0.3285,0.4073,SMS,5,3G,142.93,40+,330.88120000000004
SERIAL_0627,2020,5G Upgrade,2879,Chennai,0.1532,0.3632,Data,1,2G,113.61,18-25,604.5900000000001
SERIAL_0296,2020,5G Upgrade,2879,Bangalore,0.0434,0.175,Data,5,4G,5.62,40+,378.8764
SERIAL_0297,2020,5G Upgrade,3119,Mumbai,0.38409999999999994,0.5891,SMS,3,2G,117.28,18-25,639.395
SERIAL_0015,2020,Price Reduction,3119,Hyderabad,0.1607,0.5101,SMS,5,3G,78.9,26-40,1089.7785999999999
SERIAL_0055,2020,Plan Update,2879,Delhi,0.22440000000000002,0.34450000000000003,SMS,3,5G,9.31,18-25,345.76789999999994
SERIAL_0625,2020,Price Reduction,3119,Kolkata,0.1216,0.38280000000000003,Call,2,2G,42.96,26-40,814.6828000000002
SERIAL_0495,2020,New Feature,2399,Kolkata,0.21710000000000002,0.5167,Data,1,2G,86.01,26-40,718.7404
SERIAL_0281,2020,Plan Update,2999,Chennai,0.39030000000000004,0.1158,SMS,4,3G,13.5,18-25,-823.2255
SERIAL_0064,2020,Price Reduction,2399,Mumbai,0.0678,0.42,SMS,5,2G,8.55,18-25,844.9277999999999
SERIAL_0227,2020,New Feature,4199,Mumbai,0.1625,0.4028,Call,4,3G,1.88,26-40,1009.0197
SERIAL_0181,2020,Price Reduction,2999,Bangalore,0.2527,0.0375,Data,4,2G,88.45,18-25,-645.3847999999999
SERIAL_0981,2020,New Feature,2879,Mumbai,0.1979,0.0877,Data,3,4G,75.84,40+,-317.2658
SERIAL_0724,2020,5G Upgrade,4199,Kolkata,0.4853,0.5867,Call,3,4G,130.93,40+,425.7786000000001
SERIAL_0184,2020,Plan Update,2879,Chennai,0.2632,0.5203,Call,5,2G,45.74,18-25,740.1909
SERIAL_0693,2020,5G Upgrade,4199,Bangalore,0.1816,0.4792,SMS,2,4G,145.62,18-25,1249.6224000000002
SERIAL_0185,2020,5G Upgrade,2399,Kolkata,0.1833,0.22210000000000002,Data,4,5G,114.65,26-40,93.08120000000002
SERIAL_0214,2020,New Feature,2879,Mumbai,0.44520000000000004,0.3342,Call,2,5G,48.61,18-25,-319.5690000000001
SERIAL_0722,2020,Price Reduction,2399,Kolkata,0.456,0.48479999999999995,Call,2,5G,6.96,26-40,69.09119999999984
SERIAL_0200,2020,Price Reduction,2999,Delhi,0.0436,0.1391,Call,3,5G,132.31,40+,286.4045
SERIAL_0711,2020,New Feature,2999,Delhi,0.1432,0.4181,Data,4,5G,71.4,40+,824.4251000000002
SERIAL_0720,2020,New Feature,2399,Kolkata,0.2879,0.5007,SMS,5,4G,18.14,18-25,510.5072
SERIAL_0993,2020,Price Reduction,4199,Kolkata,0.3525,0.23870000000000002,SMS,4,3G,131.54,40+,-477.8461999999997
SERIAL_0215,2020,5G Upgrade,4199,Delhi,0.08960000000000001,0.030899999999999997,SMS,5,2G,58.59,40+,-246.48130000000003
SERIAL_0970,2020,Price Reduction,3119,Kolkata,0.3874,0.4472,SMS,5,3G,60.22,18-25,186.51620000000003
SERIAL_0684,2020,Price Reduction,2399,Mumbai,0.2858,0.36829999999999996,SMS,3,4G,78.28,40+,197.9174999999999
SERIAL_0964,2020,Price Reduction,2879,Chennai,0.204,0.4764,Call,2,3G,52.27,26-40,784.2396
SERIAL_0277,2020,Plan Update,3119,Hyderabad,0.0085,0.0632,SMS,5,2G,111.68,40+,170.60930000000002
SERIAL_0752,2020,Plan Update,2999,Kolkata,0.4854,0.195,SMS,5,3G,127.72,18-25,-870.9096
SERIAL_0653,2020,Plan Update,2399,Delhi,0.17489999999999997,0.1157,SMS,5,2G,29.59,40+,-142.02079999999995
SERIAL_0655,2020,Price Reduction,2879,Kolkata,0.3064,0.5634,SMS,1,4G,118.13,18-25,739.9030000000001
SERIAL_0270,2020,Plan Update,2879,Mumbai,0.0605,0.4539,Call,2,2G,40.03,40+,1132.5986
SERIAL_0267,2020,5G Upgrade,3119,Chennai,0.4077,0.4353,Call,2,4G,61.73,26-40,86.08440000000019
SERIAL_0664,2020,Price Reduction,3119,Delhi,0.0891,0.2345,Call,2,5G,21.36,40+,453.5026
SERIAL_0260,2020,5G Upgrade,3119,Kolkata,0.389,0.33509999999999995,Call,3,4G,37.24,18-25,-168.1141
SERIAL_0667,2020,New Feature,2999,Hyderabad,0.0171,0.37479999999999997,Call,2,3G,128.45,26-40,1072.7423
SERIAL_0669,2020,Price Reduction,4199,Bangalore,0.3336,0.2723,SMS,5,2G,12.8,18-25,-257.39869999999996
SERIAL_0258,2020,Plan Update,4199,Delhi,0.0761,0.4523,Call,1,3G,80.63,40+,1579.6637999999998
SERIAL_0255,2020,5G Upgrade,2879,Kolkata,0.3458,0.5934,Data,3,5G,54.51,26-40,712.8404000000003
SERIAL_0674,2020,Plan Update,2879,Delhi,0.17739999999999997,0.0105,SMS,1,2G,7.33,26-40,-480.50509999999997
SERIAL_0677,2020,Plan Update,4199,Hyderabad,0.0013,0.1241,Call,4,2G,80.08,18-25,515.6372
SERIAL_0250,2020,New Feature,2399,Kolkata,0.4658,0.4962,Call,1,3G,63.28,26-40,72.92959999999994
SERIAL_0286,2020,5G Upgrade,2399,Chennai,0.0417,0.4961,SMS,2,5G,28.18,18-25,1090.1056
SERIAL_0323,2020,Plan Update,2999,Kolkata,0.055099999999999996,0.20559999999999998,SMS,3,2G,13.95,18-25,451.3494999999999
SERIAL_0929,2020,New Feature,3119,Hyderabad,0.3835,0.1341,SMS,4,4G,81.78,40+,-777.8786
SERIAL_0928,2020,Price Reduction,4199,Hyderabad,0.264,0.2242,SMS,1,3G,56.05,26-40,-167.12020000000007
SERIAL_0103,2020,New Feature,2999,Kolkata,0.0718,0.2799,SMS,1,2G,91.41,26-40,624.0918999999999
SERIAL_0035,2020,New Feature,2399,Chennai,0.0676,0.11349999999999999,SMS,1,2G,56.17,40+,110.11410000000001
SERIAL_0870,2020,5G Upgrade,3119,Mumbai,0.42469999999999997,0.0682,SMS,5,4G,46.87,40+,-1111.9234999999999
SERIAL_0873,2020,5G Upgrade,2879,Chennai,0.233,0.3795,SMS,3,5G,123.18,26-40,421.7735
SERIAL_0804,2020,New Feature,2999,Mumbai,0.32439999999999997,0.0388,Data,5,5G,135.41,26-40,-856.5143999999998
SERIAL_0543,2020,Price Reduction,4199,Kolkata,0.21489999999999998,0.1047,Data,3,2G,92.69,18-25,-462.72979999999984
SERIAL_0546,2020,5G Upgrade,3119,Bangalore,0.4515,0.36829999999999996,Call,4,3G,83.96,26-40,-259.5008
SERIAL_0098,2020,Plan Update,3119,Hyderabad,0.1693,0.021400000000000002,Data,1,2G,81.59,26-40,-461.3001
SERIAL_0409,2020,5G Upgrade,4199,Hyderabad,0.3187,0.4432,Data,1,2G,41.6,40+,522.7755
SERIAL_0405,2020,Price Reduction,3119,Kolkata,0.1841,0.1802,SMS,3,2G,14.83,18-25,-12.164099999999962
SERIAL_0027,2020,5G Upgrade,2879,Delhi,0.0385,0.45539999999999997,Data,3,5G,38.95,18-25,1200.2550999999999
SERIAL_0778,2020,Price Reduction,3119,Chennai,0.1082,0.4618,Data,2,4G,107.84,40+,1102.8784
SERIAL_0892,2020,New Feature,2879,Chennai,0.09789999999999999,0.3337,SMS,5,2G,100.03,26-40,678.8682000000001
SERIAL_0391,2020,New Feature,2999,Kolkata,0.057999999999999996,0.3689,SMS,5,3G,106.0,40+,932.3891000000001
SERIAL_0558,2020,5G Upgrade,2999,Mumbai,0.1961,0.2775,Data,4,2G,53.02,40+,244.11860000000013
SERIAL_0894,2020,Price Reduction,3119,Bangalore,0.1047,0.1232,SMS,2,2G,111.56,40+,57.70150000000001
SERIAL_0385,2020,New Feature,2399,Kolkata,0.263,0.26280000000000003,Data,4,5G,104.55,40+,-0.4797999999999547
SERIAL_0862,2020,5G Upgrade,2399,Kolkata,0.0007000000000000001,0.2227,SMS,5,5G,86.52,26-40,532.578
SERIAL_0129,2020,Price Reduction,2999,Chennai,0.2288,0.5109,Call,4,5G,80.46,18-25,846.0179
SERIAL_0529,2020,Plan Update,2879,Bangalore,0.0321,0.22690000000000002,Call,1,5G,147.24,40+,560.8292000000001
SERIAL_0855,2020,5G Upgrade,2999,Kolkata,0.0158,0.5183,SMS,2,2G,9.47,26-40,1506.9975
SERIAL_0113,2020,5G Upgrade,2879,Hyderabad,0.1491,0.2785,SMS,5,2G,120.46,40+,372.5426
SERIAL_0839,2020,Price Reduction,3119,Kolkata,0.3271,0.3143,SMS,3,4G,149.79,18-25,-39.92319999999995
SERIAL_0499,2020,5G Upgrade,2879,Delhi,0.20850000000000002,0.596,Data,4,4G,147.78,18-25,1115.6125
SERIAL_0842,2020,5G Upgrade,4199,Delhi,0.2978,0.5864,Data,3,3G,12.95,18-25,1211.8314
SERIAL_0475,2020,Price Reduction,2399,Chennai,0.4068,0.3884,Call,1,2G,131.72,18-25,-44.141599999999926
SERIAL_0469,2020,Price Reduction,2399,Bangalore,0.18780000000000002,0.0528,Call,5,5G,97.95,40+,-323.86500000000007
SERIAL_0119,2020,New Feature,2399,Mumbai,0.3671,0.22510000000000002,SMS,4,2G,27.4,26-40,-340.6579999999999
SERIAL_0511,2020,Plan Update,4199,Hyderabad,0.1598,0.5911,Call,4,3G,17.59,26-40,1811.0286999999998
SERIAL_0382,2020,Plan Update,2399,Chennai,0.4215,0.5826,SMS,1,4G,9.1,18-25,386.47890000000007
SERIAL_0852,2020,Plan Update,2879,Delhi,0.47240000000000004,0.4962,Data,3,4G,72.21,26-40,68.52019999999993
SERIAL_0515,2020,New Feature,2399,Kolkata,0.113,0.5573,Data,4,2G,106.4,18-25,1065.8757
SERIAL_0819,2020,Plan Update,3119,Kolkata,0.4739,0.45740000000000003,SMS,3,3G,143.08,40+,-51.46349999999984
SERIAL_0818,2020,Plan Update,2999,Bangalore,0.2591,0.4692,Data,5,3G,92.68,40+,630.0899
SERIAL_0853,2020,Price Reduction,2879,Kolkata,0.3132,0.1353,Data,5,5G,60.55,18-25,-512.1741
SERIAL_0854,2020,Plan Update,2399,Mumbai,0.1027,0.5424,SMS,4,4G,27.0,18-25,1054.8402999999998
SERIAL_0523,2020,Plan Update,4199,Hyderabad,0.21030000000000001,0.3265,SMS,1,3G,86.26,18-25,487.9238
SERIAL_0041,2020,5G Upgrade,4199,Bangalore,0.36590000000000006,0.046,Data,3,3G,31.84,40+,-1343.2601000000002
SERIAL_0125,2020,Plan Update,2399,Kolkata,0.056299999999999996,0.2797,SMS,2,4G,21.51,26-40,535.9366
SERIAL_0514,2020,New Feature,2879,Hyderabad,0.0785,0.0216,Data,1,5G,8.13,40+,-163.81509999999997
SERIAL_0381,2020,5G Upgrade,2999,Mumbai,0.29600000000000004,0.3845,Data,2,2G,56.35,40+,265.41149999999993
SERIAL_0396,2020,New Feature,3119,Mumbai,0.4575,0.4354,Call,5,4G,48.79,18-25,-68.92990000000009
SERIAL_0581,2020,5G Upgrade,2399,Mumbai,0.4778,0.0115,Call,4,3G,26.71,26-40,-1118.6536999999998
SERIAL_0020,2020,Plan Update,2879,Chennai,0.09609999999999999,0.26649999999999996,Data,4,5G,141.14,40+,490.5815999999999
SERIAL_0563,2020,Plan Update,2879,Chennai,0.4696,0.2206,Call,4,4G,57.28,18-25,-716.871
SERIAL_0355,2020,5G Upgrade,2399,Mumbai,0.4642,0.586,Call,1,4G,138.2,40+,292.1981999999998
SERIAL_0353,2020,Price Reduction,2999,Bangalore,0.2357,0.2119,SMS,2,5G,130.79,18-25,-71.37619999999993
SERIAL_0351,2020,Plan Update,2399,Hyderabad,0.1675,0.5846,SMS,2,5G,71.79,26-40,1000.6229000000001
SERIAL_0585,2020,Price Reduction,2879,Hyderabad,0.0385,0.313,Call,5,4G,81.09,40+,790.2855
SERIAL_0350,2020,New Feature,2999,Bangalore,0.3155,0.109,SMS,3,3G,142.98,26-40,-619.2935
